epoch,train_loss,dev_f1,dev_precision,dev_recall
1,22.600103370478895,0.0,0.0,0.0
2,6.551872093169416,0.42541436464088406,0.44083969465648853,0.4110320284697509
3,4.471998023205116,0.6192733017377567,0.5568181818181818,0.697508896797153
4,3.0501387431973317,0.814621409921671,0.797274275979557,0.8327402135231317
5,2.1580659802494155,0.8288907996560619,0.8019966722129783,0.8576512455516014
6,1.5543993835240766,0.833052276559865,0.7916666666666666,0.8790035587188612
7,1.3346267423994553,0.8487972508591065,0.8205980066445183,0.8790035587188612
8,1.3143212130812347,0.8275261324041812,0.810580204778157,0.8451957295373665
9,1.1812835391101941,0.8142620232172472,0.7624223602484472,0.8736654804270463
10,0.9563049709862047,0.8381452318460193,0.8244406196213425,0.8523131672597865
11,1.0805916121748627,0.8493392070484581,0.8411867364746946,0.8576512455516014
12,1.075773640408542,0.8551483420593367,0.839041095890411,0.8718861209964412
13,0.700480124989494,0.8287197231833912,0.8063973063973064,0.8523131672597865
14,0.9006054219000977,0.8239375542064181,0.8037225042301185,0.8451957295373665
15,0.6102190408550325,0.8443680137575237,0.8169717138103162,0.8736654804270463
16,0.5634581990580741,0.8397212543554007,0.8225255972696246,0.8576512455516014
17,0.6630600137137325,0.8415584415584415,0.8195615514333895,0.8647686832740213
18,0.523692295199535,0.84472049689441,0.8424778761061947,0.8469750889679716
19,0.4556014107876137,0.8385416666666665,0.8186440677966101,0.8594306049822064
20,0.5027708108307886,0.8641542506573181,0.8514680483592401,0.8772241992882562
21,0.3971394267889971,0.8583992963940192,0.8486956521739131,0.8683274021352313
22,0.2587321586296207,0.8436426116838488,0.8156146179401993,0.8736654804270463
23,0.32413409707324753,0.8678915135608049,0.8537005163511188,0.8825622775800712
24,0.38278810183207196,0.8554006968641114,0.8378839590443686,0.8736654804270463
25,0.3465615282944643,0.8689533861037818,0.8591304347826086,0.8790035587188612
26,0.2984852217585663,0.8676599474145488,0.8549222797927462,0.8807829181494662
27,0.2890738177169216,0.8598615916955018,0.8367003367003367,0.8843416370106761
28,0.32272687896353297,0.8703374777975132,0.8687943262411347,0.8718861209964412
29,0.33031817081847475,0.8717047451669596,0.8611111111111112,0.8825622775800712
30,0.2956751500322519,0.8596187175043327,0.8378378378378378,0.8825622775800712
31,0.3185119211999445,0.8487467588591184,0.8252100840336134,0.8736654804270463
32,0.23042246683047768,0.8361774744027303,0.8032786885245902,0.8718861209964412
33,0.29938540041772393,0.8583617747440272,0.8245901639344262,0.895017793594306
34,0.20741570712438698,0.8571428571428571,0.8395904436860068,0.8754448398576512
35,0.17964331048433899,0.8364565587734242,0.8022875816993464,0.8736654804270463
36,0.3067302469347344,0.8586572438162543,0.8526315789473684,0.8647686832740213
37,0.18700682660921022,0.8694127957931639,0.8566493955094991,0.8825622775800712
38,0.2401663488377639,0.8596187175043327,0.8378378378378378,0.8825622775800712
39,0.22854860884244324,0.8320278503046128,0.8143100511073254,0.8505338078291815
40,0.23452456922479015,0.8334756618274979,0.8013136288998358,0.8683274021352313
41,0.23454116472129613,0.8451443569553806,0.8313253012048193,0.8594306049822064
42,0.1710817253654772,0.8380462724935732,0.8082644628099174,0.8701067615658363
43,0.19306166966756186,0.83843537414966,0.8029315960912052,0.8772241992882562
44,0.17470458296478772,0.8372497824194953,0.8194207836456558,0.8558718861209964
